"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Negative feedback from users: Hide all","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Negative feedback from users: Hide"
1141974667967329,100064644191880,"ISB International School Bangkok","A huge thank you to our panther partners for making last Tuesday’s partnership appreciation event a success! It was a fantastic opportunity to share updates about our new and upcoming facilities with over 50 partners from diverse industries, including hospitals, preschools, agents, catering services, visa support providers, relocation services, and chambers of commerce.

Together, we’re building a stronger, more connected community. The future looks bright with exciting developments ahead, including enhanced facilities, innovative programs, and even greater opportunities for collaboration.

Looking ahead to many more successful partnerships in the years to come!

#ISB #ISBThailand",,0,"05/28/2025 04:43",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0czjSwcVu9ESEvsbdcjBqKTzaoYd8w1Ysi5wx3epH8qwtwpp7quRaEPn83MwtDs6gl,0,0,Photos,,,,,Lifetime,9719,4694,118,108,0,10,969,399,569,1,,,,,,,
1142735217891274,100064644191880,"ISB International School Bangkok","One more day till graduation, Class of 2025!
#ISBGrad2025 #Seniors2025  #ISB #ISBCommunity #ISBThailand","One more day till graduation, Class of 2025!
#ISBGrad2025 #Seniors2025  #ISB #ISBCommunity #ISBThailand",26,"05/29/2025 04:12",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/videos/1640920589898350/,0,0,Videos,,,,,Lifetime,8204,4913,303,277,11,15,306,306,,,,58671.285,9.286,0,0,0,
1143413451156784,100064644191880,"ISB International School Bangkok","Graduation Class of 2025 is tomorrow! Join the celebration and watch it live!  

https://www.isb.ac.th/curriculum-academics-learning/high-school/high-school-graduation-ceremony

#ISBGrad2025  #classof2025 #GraduationLive #ISB #ISBThailand",,0,"05/30/2025 01:38",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0jv5akR9euEhD55i464svADUgQMRvXYi8Nk4pygXby1gceCGyZa9jYWpJ2C5Jg6q8l,0,0,Photos,,,,,Lifetime,11922,5853,196,188,0,8,686,154,416,116,,,,,,,
1148385243992938,100064644191880,"ISB International School Bangkok","ISB Class of 2025","“Light it up with your passion, your purpose, and your uniqueness. Light it up with your love of learning, your relentless pursuit of becoming, and in the brightest sense of the word. Light it up for all of us, because the world needs your spark.”

– Dr. Sascha Heckmann, Head of School

Congratulations, Seniors! 💛🖤",98,"06/05/2025 04:38",uploaded,https://www.facebook.com/ISBInternationalSchoolBangkok/videos/1876544306475833/,0,0,Videos,,,,,Lifetime,9159,7111,292,262,11,19,335,335,,,,97331.442,12.665,0,0,0,
1149243903907072,100064644191880,"ISB International School Bangkok","ES Musical “Moana JR.” now performing! Our amazing young stars are shining on stage. Don’t miss the final show tomorrow at 2pm June 7 in the CCT.

#ISB #ISBMusical #theatrekid #ISBThailand",,0,"06/06/2025 06:17",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid036fuFwChCtN9VV5SEYYJjetpqtELevBLav3ZQxWweogjD42ixGMLwZ4U2Q6M2rNrUl,0,0,Photos,,,,,Lifetime,12205,5604,288,260,20,8,1800,1107,693,,,,,,,,
1151540903677372,100064644191880,"ISB International School Bangkok","What a splash! 💦 The annual PE Water Extravaganza was a fun-filled highlight to wrap up the school year. Huge thanks to the ES PE team and everyone who made it unforgettable! 

#ISB #WaterExtravaganza #PE #ISBThailand #Elementary",,0,"06/09/2025 05:52",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0duorz7JNL6dVXgVaasbh4sXJBsYqykuVPNaynXNTx2dXrCw8X6aznydPGi3GZwRbl,0,0,Photos,,,,,Lifetime,7861,3948,93,85,1,7,607,238,369,,,,,,,,
1152269403604522,100064644191880,"ISB International School Bangkok","One of our favorite moments from the Grade 8 Minor Games unit: archery day!  Loving the energy as we head toward the final stretch of the year!

#ISB #ISBThailand #MiddleSchool #Grade8 #PE #archery",,0,"06/10/2025 04:47",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0mH3CWwpi7T7c3UfBLhXsuJsL48vHa6qPdohEuskLwVeLfZwYku2Pykow1NxeEHk6l,0,0,Photos,,,,,Lifetime,6729,3690,68,65,0,3,263,72,191,,,,,,,,
1153241056840690,100064644191880,"ISB International School Bangkok","Congratulations to our amazing Grade 5 students!
You did it! Wishing you all the best as you take your next big step into Middle School.

 #ISBProud #Grade5Graduation #NextChapter #ISB #ISBThailand #ISBGrad2025",,0,"06/11/2025 06:28",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0AZK8yxGMuSpSgqWk4ifkpUJFUY2ZQWtsQK5dGH4FFY5z1gMauoorzMtkicViDB9ml,0,0,Photos,,,,,Lifetime,15344,7499,289,261,19,9,2603,1449,1154,,,,,,,,
1154786230019506,100064644191880,"ISB International School Bangkok","Goodbyes for now, memories forever.
Today, we don’t just close our books—we carry with us the laughter, friendships, and unforgettable moments from this school year.

To our ES, MS, and HS Panthers: thank you for the memories.
Have a joyful break and until we meet again, see you next year.

#ISB #ISBThailand #OnceAPantherAlwaysAPanther #ClassOf2025","Goodbyes for now, memories forever.
Today, we don’t just close our books—we carry with us the laughter, friendships, and unforgettable moments from this school year.

To our ES, MS, and HS Panthers: thank you for the memories.
Have a joyful break and until we meet again, see you next year.

#ISB #ISBThailand #OnceAPantherAlwaysAPanther #ClassOf2025",110,"06/13/2025 06:07",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/videos/1252428016561092/,0,0,Videos,,,,,Lifetime,9540,7193,383,352,11,20,495,494,,1,,138610.26,17.619,0,0,0,
1157226989775430,100064644191880,"ISB International School Bangkok","To our amazing 8th graders — you did it!
We’re so proud of you and can’t wait to see all you’ll achieve in High School. Good luck — go shine in High School!

#ISB #ISBThailand #MovingOnCeremony #MiddleSchoolToHighSchool","To our amazing 8th graders — you did it!
We’re so proud of you and can’t wait to see all you’ll achieve in High School. Good luck — go shine in High School!

#ISB #ISBThailand #MovingOnCeremony #MiddleSchoolToHighSchool",78,"06/16/2025 06:21",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/videos/2330494580679719/,0,0,Videos,,,,,Lifetime,7319,5121,233,220,3,10,272,272,,,,90720.914,15.198,0,0,0,
1158719016292894,100064644191880,"ISB International School Bangkok","On June 12, ISB Student Council hosted StuCoachella — a night of music and impact.Featuring Getsunova, The Frog Kissers, Guy & Max, Cheres, and Sand & Proud.

All proceeds went to the GlobalGiving – Myanmar and Thailand Earthquake Relief Fund
Thank you for making a difference.

#StuCoachella2025 #ISBConcert #iCareFoundation #ISB #ISBThailand",,0,"06/18/2025 03:48",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02wwvyQF1MkZgMJttes4kemGBsFJbP1K1BxNNrZQ5TK5dUJtQgqMmKCS9ANu9NszsHl,0,0,Photos,,,,,Lifetime,15312,8990,178,165,4,9,1071,559,512,,,,,,,,
1180521660779296,100064644191880,"ISB International School Bangkok","Every child is different. At ISB, our teachers are trained to recognize unique strengths and guide students toward their version of success. 🎓 

From flexible learning strategies to purpose driven mentorship, we make sure no one gets left behind and everyone finds their place. With a combination of our passionate educators, and an environment that empowers self-discovery, we guide students to find their own voice, purpose, and potential. 🎵

Discover the difference at ISB, learn more. 

#ISB #GlobalEducation #LearningThroughGrowth #FindingPotential",,0,"07/14/2025 02:00",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid034noQWjiMSnMjt8bdTxXUo1W8zwUC69bE7toiiwjwexjC9EuL2CoS7tncHpNb98Qtl,0,0,Photos,,,,,Lifetime,25675,16294,1937,1928,3,6,230,133,10,87,,,,,,,
1182069390624523,100064644191880,"ISB International School Bangkok","What makes your child unique is exactly what we nurture at ISB. We meet learners where they are and help them discover what’s next; with care, flexibility, and the right challenge at every step. 👣

Our role is to guide, support, and inspire them to take ownership of that journey. With world class educators, diverse opportunities, and personalized learning, ISB empowers each student to grow into their fullest self whatever that looks like. 🎨🎤📹

#ISB #GlobalEducation #ISBPrograms #DiverseStudents",,0,"07/15/2025 20:00",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid032FFvLw4qDdw25WSpJuNRLDEGHz16dGFNpTNr3QbP6ucaa2y5gGeJ3BjdoEVJe4mMl,0,0,Photos,,,,,Lifetime,3931,2444,25,24,0,1,13,11,2,,,,,,,,
1183020450529417,100064644191880,"ISB International School Bangkok","𝐂𝐨𝐧𝐠𝐫𝐚𝐭𝐮𝐥𝐚𝐭𝐢𝐨𝐧𝐬 𝐭𝐨 𝐂𝐡𝐢𝐧𝐧𝐚𝐩𝐨𝐧𝐠 𝐊𝐮𝐥𝐦𝐚𝐧𝐨𝐜𝐡𝐰𝐨𝐧𝐠 (𝐓𝐢𝐦)

We're proud to share that Tim, an ISB student, has won the 𝐖𝐨𝐫𝐥𝐝 𝐁𝐚𝐧𝐤 𝐓𝐡𝐚𝐢𝐥𝐚𝐧𝐝 𝐘𝐨𝐮𝐧𝐠 𝐄𝐜𝐨𝐧𝐨𝐦𝐢𝐬𝐭 𝐂𝐨𝐧𝐭𝐞𝐬𝐭 𝟐𝟎𝟐𝟓  with his original rap video.

Well done, Tim, and thank you for representing ISB with creativity and talent.
#ISB #ISBThailand",,0,"07/17/2025 01:03",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02iLLoixGoe37UqEoYrxrZaawXe1oLyVouHzNSUsk9RNAociQJqQUCNCtrCaJLqieSl,0,1,Videos,,,,,Lifetime,3587,2823,113,105,8,0,311,308,,3,,,,,,,
1183649793799816,100064644191880,"ISB International School Bangkok","What does learning look like when it truly comes alive? At ISB, our students solve real problems, experimenting in science labs, building prototypes, and engaging in meaningful discussions with teachers who challenge them to think deeper. 💭

Whether it’s Kindergarten or High School, everyday brings new challenges, ideas, and breakthroughs. 💡

Step inside our classrooms, discover learning at ISB today. 

#ISB #LearningAtISB #LearningComesAlive #Classrooms",,0,"07/17/2025 20:00",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid034vt8qjZg9RY3LQjmDjxqsV58EJtZZzQ6NfbWPm7Labq9vufVE3t6rJRi1RHDNVyCl,0,0,Photos,,,,,Lifetime,3810,2338,18,16,0,2,8,5,3,,1,,,,,,
1186056690225793,100064644191880,"ISB International School Bangkok","From nature trails to galaxies far beyond, ISB’s Summer School Science & Engineering Camp takes students on an unforgettable STEM journey! Available for Grade 3 to 8 students, this introductory camp offers a unique theme each week for our enrolling students like Nature, Outer Space, and Engineering Marvels! ⚙️🧪🚀

Every week provides our students with exciting hands on and immersive experiments that provide a strong foundation to help propel them further into their learning journey. 🤔 

#ISB #SummerSchool #Science #Engineering #SummerCamp",,0,"07/20/2025 20:00",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0Q8id1BuRT68Bh5RXbnFyFpLzbrtMNDNMVR2ScfExP9obnixZfHXWhp7kaLmjDnNil,0,0,Photos,,,,,Lifetime,4511,2549,35,30,2,3,76,56,20,,,,,,,,
1187000940131368,100064644191880,"ISB International School Bangkok","𝗜𝗦𝗕 𝗦𝘂𝗺𝗺𝗲𝗿 𝗦𝗰𝗵𝗼𝗼𝗹 𝟮𝟬𝟮𝟱 𝗛𝗶𝗴𝗵𝗹𝗶𝗴𝗵𝘁𝘀!
This summer, students explored, discovered, and thrived through our wide range of exploratory camps — from creative arts to hands-on science and real-world work experience. With engaging activities running from early morning to early afternoon, every day brought new skills, new friendships, and unforgettable memories.

Swipe through for a glimpse into the joy, curiosity, and passion that filled our campus all summer long! 

#ISBSummerSchool #LearningBeyondTheClassroom #ExploreCreateGrow",,0,"07/21/2025 23:32",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid029nRjBSApv27W4gUUibBvgxhr1y51S4eUQRscsLa232mHHiBCWqS4P2o64js4TTmgl,0,0,Photos,,,,,Lifetime,7561,3672,65,58,3,4,710,309,401,,,,,,,,
1193716496126479,100064644191880,"ISB International School Bangkok","𝗔 𝗪𝗮𝗿𝗺 𝗪𝗲𝗹𝗰𝗼𝗺𝗲 𝘁𝗼 𝗢𝘂𝗿 𝗡𝗲𝘄 𝗜𝗦𝗕 𝗦𝘁𝗮𝗳𝗳
On July 25, we were thrilled to welcome our newest team members into the ISB family. Your energy, ideas, and passion for education are already lighting up our campus.

Here’s to a fresh start, new friendships, and a school year filled with learning, laughter, and unforgettable moments. Let’s make it amazing together.
#ISB #ISBThailand",,0,"07/29/2025 17:28",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02JYFhDqgqqLfwADF69oJ5uyT8nfctkH2EMvMnpLFwKtcTozdUcGacG93urCXQmZbgl,0,0,Photos,,,,,Lifetime,18060,7666,361,321,30,10,3556,1961,1594,1,,,,,,,
1195468859284576,100064644191880,"ISB International School Bangkok","𝗜𝗻𝘁𝗿𝗼𝗱𝘂𝗰𝗶𝗻𝗴 𝘁𝗵𝗲-𝗡𝗲𝘄 𝗜𝗦𝗕 𝗧𝗵𝗲𝗮𝘁𝗲𝗿: 𝗔 𝗟𝗲𝗴𝗮𝗰𝘆 𝗥𝗲𝗶𝗺𝗮𝗴𝗶𝗻𝗲𝗱
Tap the link in bio to explore the transformation!

https://www.isb.ac.th/community/stories/news-details/~board/blogs-stories/post/introducing-the-all-new-isb-theater-a-legacy-reimagined

#ISBTheater #ISB #ISBThailand  #ISBCommunity",,0,"07/31/2025 18:29",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02BrtLQyeEucbY9kGRukUZTzp7pQe5nwcyhQFJXh7ZB2PcdCvPhWrAj1VCBajsYVTql,0,0,Links,,,,,Lifetime,15387,7959,354,313,27,14,985,360,,625,,,,,,,
1199153245582804,100064644191880,"ISB International School Bangkok","Welcome back to all faculty as we begin a new academic year. We started the day with a Buddhist ceremony to bring blessings to our community, followed by a warm welcome from Dr. Sascha Heckmann and a Whole School Professional Learning Community (PLC) session. Each division then invested their PLC work to deepen professional collaboration to support the further learning growth of our students. 

#ISB #ISBThailand #ISBStrongStart2025",,0,"08/05/2025 02:13",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02wpWFNTggdAAMXP9nWviv8jGKeAxeXKrA9jXwA8Qs4Bx7gms8b5NPYNWCDe3VNucPl,0,0,Photos,,,,,Lifetime,10246,4097,157,150,3,4,2594,1736,858,,,,,,,,
1200607545437374,100064644191880,"ISB International School Bangkok","𝗥𝘆𝗮𝗻 𝗠𝗶𝗻𝗰𝗸𝗹𝗲𝗿 𝗼𝗻𝗰𝗲 𝘄𝗮𝗹𝗸𝗲𝗱 𝘁𝗵𝗲 𝗵𝗮𝗹𝗹𝘀 𝗼𝗳 𝗜𝗦𝗕. Now he walks to the mound for the Fredericksburg Nationals. From Bangkok to the big leagues, Ryan’s journey is one of passion, perseverance, and purpose. Drafted by the Washington Nationals, he’s proving what Panthers can do. We couldn’t be prouder!

#ISB #isbthailand #onceapantheralwaysapanther #PantherPride 

",,0,"08/06/2025 18:09",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid036USAjvSsQh3sdQLFtoBcNZnfzvdi8MRPeqa4M5CK1x9Td9qx4poy4EMBnNdwwVvWl,0,0,Links,,,,,Lifetime,21453,9958,571,521,35,15,1632,952,,680,,,,,,,
1205574378274024,100064644191880,"ISB International School Bangkok","On August 8, our ISB staff came together for 𝗠𝗶𝘀𝘀𝗶𝗼𝗻 𝗣𝗼𝘀𝘀𝗶𝗯𝗹𝗲 2025 from ME to WE to US. It was a day filled with laughter, connection, and celebrating the power of togetherness. When we unite there’s nothing we can’t accomplish. Here’s to keeping that spirit alive all year long.

#ISB #ISBThailand #MissionPossible #TeamWork #ISBStaff #Togetherness",,0,"08/12/2025 06:57",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0VAREUWoT8GrCrhuNpZukjoq58poGGpH3vizvhp6AhjAYTRMa8Dj1ZWKTVudC6vEZl,0,0,Photos,,,,,Lifetime,12408,4924,278,253,14,11,3210,2288,922,,,,,,,,
1206298831534912,100064644191880,"ISB International School Bangkok","On August 11, we proudly welcomed our newest Panthers to the ISB family! Welcome Day was filled with smiles, excitement, and the start of many new adventures. Here’s to a fantastic year ahead! 

#NewPanthers #ISBWelcomeDay #ISB #ISBThailand #OnceAPantherAlwaysAPanther",,0,"08/13/2025 04:21",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02YvQD5pMSihBuhZsgTohouGYUQ88g9JgmLfoiwE5EMkQGYTMAYUVLN5rQNUDT3zWBl,0,0,Photos,,,,,Lifetime,16147,6968,219,208,3,8,3701,2438,1263,,,,,,,,
1208176791347116,100064644191880,"ISB International School Bangkok","This week, we welcomed everyone back for the first day of school at ISB. The campus came alive with the energy of new beginnings, from our youngest learners starting their journey to our seniors enjoying their last first day. Here’s to a year ahead filled with learning, growth, and shared memories.

#ISB #ISBThailand #FirstDay",,0,"08/15/2025 02:08",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02wMe3Cc28F5iRug2KgYi9ts1vcHT72ZdsSBcVWoTU9yMyAoAUvfumUhaMpmborBf3l,0,0,Photos,,,,,Lifetime,17381,7802,291,279,1,11,3006,1752,1254,,,,,,,,
1209811767850285,100064644191880,"ISB International School Bangkok","At ISB, our care extends far beyond our campus gates. This Back-to-School Blood Drive with the Thai Red Cross is a chance for us to stand together as a community and give the gift of life.

Every drop counts. In Thailand Rh negative blood is rare, and this is where our ISB community makes a powerful difference. By coming together, our international donors provide hope and life-saving support that reaches far beyond our campus gates. Each contribution is a reminder of the care, generosity, and unity that define ISB.

Join students, parents, staff, and alumni on August 18, 2025 at MPB Level 2 from 09:00 to 15:00 (with a lunch break from 12:00 to 13:00). Open to donors aged 17 to 70.

Let’s roll up our sleeves and show how ISB lifts others, together.

#ISBCommunity #BackToSchool #BloodDrive #ThaiRedCross #CareBeyondOurGates",,0,"08/16/2025 20:32",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0xY1Kjw2JgA8RT97JPrg2hhQ5zUQGaboGaWyhYGLysfrCVPEf7nCwZ69sYKWicLMrl,0,0,Photos,,,,,Lifetime,6207,3770,24,20,1,3,49,39,10,,1,,,,,,
1210858874412241,100064644191880,"ISB International School Bangkok","Thank you to everyone who joined today’s Back to School Blood Drive with the Thai Red Cross.

Every drop counts and your generosity makes a life saving difference, especially here in Thailand where Rh negative blood is rare. Together, we showed once again that ISB care reaches far beyond our campus gates.

#ISBCommunity #BackToSchool #BloodDrive #ThaiRedCross #CareBeyondOurGates",,0,"08/18/2025 00:38",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02hjHXqu19diUQCzJuBbJ2b24unk6Podrh1F4UwWLwidBse4NphmcS925HVCFDK516l,0,0,Photos,,,,,Lifetime,7476,3847,113,110,1,2,699,255,444,,,,,,,,
1211667544331374,100064644191880,"ISB International School Bangkok","The Engagement Office hosted the Welcome Wai on Monday to greet new parents to ISB. Parents found out more ways to get involved on campus, and also mingled with returning parents to start friendships and build community. It was a big turnout and a fun way to start the year at ISB. Thank you everyone for attending.

#ISBCommunity #isbthailand #ISB",,0,"08/18/2025 23:47",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid027gf8nhHDd6mmYJHMfzxETsoLcdLubfv9FPS2u6eBnDV3kgUfCuXySZSWzXVjDMdrl,0,0,Photos,,,,,Lifetime,8961,3996,103,97,3,3,1943,1322,620,1,,,,,,,
